order_id,user_id,order_date,revenue,category,city,order_status
ORD-001119,U1110,2025-07-01,109.83,Home,Shymkent,completed
ORD-001909,U1291,2024-04-09,76.33,Beauty,Kostanay,completed
ORD-000988,U1093,2025-10-11,72.35,Clothing,Aktobe,completed
ORD-000006,U1001,2025-09-09,525.02,Home,Astana,completed
ORD-001355,U1189,2024-11-24,101.31,Home,Aktobe,completed
ORD-000029,U1003,2025-10-01,82.06,Books,Karaganda,completed
ORD-000593,U1046,2024-10-05,160.38,Electronics,Astana,completed
ORD-001270,U1171,2025-11-07,44.32,Accessories,Shymkent,completed
ORD-000236,U1019,2025-10-22,233.8,Home,Shymkent,completed
ORD-001738,U1241,2025-03-16,69.69,Sports,Atyrau,completed
ORD-001182,U1124,2025-12-31,422.85,Electronics,Aktobe,completed
ORD-000982,U1093,2024-08-27,777.46,Sports,Aktobe,completed
ORD-000744,U1064,2025-11-18,113.25,Clothing,Almaty,completed
ORD-000269,U1021,2025-09-18,112.52,Sports,Astana,completed
ORD-001173,U1119,2025-11-08,51.23,Beauty,Atyrau,completed
ORD-001706,U1236,2024-04-27,464.7,Electronics,Atyrau,completed
ORD-001930,U1299,2024-05-27,85.66,Sports,Aktobe,completed
ORD-001665,U1230,2024-06-01,148.58,Sports,Almaty,completed
ORD-000224,U1018,2025-10-04,118.1,Accessories,Karaganda,completed
ORD-000217,U1018,2025-07-25,114.89,Books,Karaganda,completed
ORD-001235,U1150,2025-12-01,24.76,Books,Atyrau,completed
ORD-001732,U1240,2025-04-10,275.9,Home,Pavlodar,completed
ORD-000753,U1066,2024-08-01,112.78,Sports,Karaganda,completed
ORD-000105,U1009,2025-08-24,49.57,Books,Almaty,completed
ORD-000833,U1075,2025-06-19,22.26,Books,Shymkent,completed
ORD-002004,U1327,2024-08-15,206.91,Books,Astana,completed
ORD-001984,U1319,2024-10-27,112.41,Sports,Astana,completed
ORD-000572,U1044,2025-11-05,181.82,Electronics,Karaganda,completed
ORD-001820,U1254,2024-10-04,94.25,Sports,Shymkent,completed
ORD-000162,U1014,2025-08-08,176.32,Home,Almaty,completed
ORD-001215,U1141,2025-12-13,87.21,Electronics,Pavlodar,completed
ORD-001501,U1210,2024-09-10,210.61,Home,Shymkent,completed
ORD-000103,U1009,2025-08-04,192.63,Accessories,Almaty,completed
ORD-001756,U1244,2025-04-01,101.73,Sports,Aktobe,completed
ORD-001681,U1232,2024-06-26,61.06,Home,Pavlodar,completed
ORD-001994,U1324,2024-04-01,28.96,Beauty,Karaganda,completed
ORD-000106,U1009,2025-09-05,142.61,Books,Almaty,completed
ORD-001999,U1325,2024-08-30,24.07,Beauty,Almaty,completed
ORD-001725,U1239,2025-01-17,225.36,Beauty,Atyrau,completed
ORD-000322,U1026,2025-09-06,174.77,Electronics,Almaty,completed
ORD-001721,U1238,2024-11-20,189.53,Electronics,Shymkent,completed
ORD-001832,U1256,2024-09-21,32.43,Books,Almaty,completed
ORD-001196,U1131,2025-11-22,44.52,Accessories,Astana,completed
ORD-000974,U1092,2024-06-01,35.35,Accessories,Atyrau,completed
ORD-001578,U1219,2025-03-20,88.19,Accessories,Aktobe,completed
ORD-001595,U1221,2025-05-24,361.9,Electronics,Pavlodar,completed
ORD-001086,U1105,2024-10-28,59.55,Beauty,Karaganda,completed
ORD-000036,U1004,2025-07-25,152.43,Sports,Pavlodar,completed
ORD-000934,U1088,2024-05-16,65.08,Accessories,Almaty,completed
ORD-001011,U1097,2024-07-31,35.11,Books,Pavlodar,completed
ORD-000281,U1022,2025-09-04,55.04,Beauty,Almaty,completed
ORD-000751,U1065,2025-07-21,104.53,Sports,Pavlodar,completed
ORD-000887,U1082,2025-11-23,84.4,Clothing,Karaganda,completed
ORD-000925,U1087,2024-09-19,108.97,Accessories,Aktobe,completed
ORD-001678,U1232,2024-03-02,115.76,Sports,Pavlodar,completed
ORD-001036,U1100,2024-10-19,41.26,Beauty,Pavlodar,completed
ORD-001793,U1249,2025-02-13,341.36,Clothing,Kostanay,completed
ORD-001413,U1197,2025-01-01,193.81,Beauty,Atyrau,completed
ORD-000538,U1041,2025-12-29,87.64,Sports,Almaty,completed
ORD-001060,U1103,2024-10-28,86.39,Home,Astana,completed
ORD-001188,U1128,2025-11-11,61.13,Clothing,Aktobe,completed
ORD-001329,U1185,2024-11-04,40.11,Books,Pavlodar,completed
ORD-001825,U1255,2024-07-06,434.88,Electronics,Kostanay,completed
ORD-000442,U1035,2025-09-26,85.89,Sports,Astana,completed
ORD-000178,U1015,2025-08-29,63.67,Books,Shymkent,completed
ORD-000413,U1033,2025-11-15,74.58,Beauty,Karaganda,completed
ORD-000792,U1070,2024-08-02,79.67,Accessories,Shymkent,completed
ORD-000209,U1017,2025-10-10,93.39,Sports,Kostanay,completed
ORD-000141,U1012,2025-08-08,101.9,Beauty,Astana,completed
ORD-000451,U1035,2025-12-10,225.48,Sports,Astana,completed
ORD-000872,U1080,2025-02-27,155.91,Sports,Shymkent,completed
ORD-001742,U1242,2024-08-15,234.67,Electronics,Astana,completed
ORD-001770,U1246,2025-05-20,157.4,Home,Astana,completed
ORD-001171,U1117,2025-12-24,110.77,Beauty,Astana,completed
ORD-000950,U1089,2024-10-15,104.02,Clothing,Karaganda,completed
ORD-000410,U1033,2025-10-03,162.4,Home,Karaganda,completed
ORD-001731,U1240,2025-01-25,45.6,Sports,Pavlodar,completed
ORD-000436,U1035,2025-07-14,369.94,Electronics,Astana,completed
ORD-000005,U1001,2025-09-01,81.89,Accessories,Astana,completed
ORD-002108,U1117,2025-12-20,,Books,Kostanay,completed
ORD-000774,U1068,2025-08-03,142.62,Sports,Almaty,completed
ORD-000814,U1073,2024-12-14,162.22,Sports,Aktobe,completed
ORD-000271,U1021,2025-10-01,363.04,Electronics,Astana,completed
ORD-000337,U1027,2025-11-09,119.42,Beauty,Karaganda,completed
ORD-000790,U1070,2024-07-21,234.67,Electronics,Shymkent,completed
ORD-001499,U1210,2024-05-30,226.14,Home,Shymkent,completed
ORD-001700,U1235,2024-02-13,121.34,Books,Atyrau,completed
ORD-000051,U1005,2025-09-15,136.81,Accessories,Atyrau,completed
ORD-001899,U1285,2024-05-21,49.16,Clothing,Karaganda,completed
ORD-001606,U1223,2024-05-10,440.6,Electronics,Kostanay,completed
ORD-001195,U1131,2025-11-08,44.69,Clothing,Astana,completed
ORD-000028,U1003,2025-09-21,111.29,Books,Karaganda,completed
ORD-001315,U1184,2024-01-11,149.61,Accessories,Almaty,completed
ORD-001302,U1182,2024-06-09,203.91,Electronics,Karaganda,completed
ORD-001022,U1098,2025-09-06,67.99,Sports,Atyrau,completed
ORD-000651,U1053,2024-09-12,53.1,Books,Shymkent,completed
ORD-001682,U1232,2024-10-20,78.97,Accessories,Pavlodar,completed
ORD-001556,U1217,2024-11-01,150.81,Electronics,Kostanay,completed
ORD-000564,U1044,2025-07-23,260.54,Home,Karaganda,completed
ORD-001423,U1198,2024-10-13,321.57,Home,Aktobe,completed
ORD-002036,U1341,2024-09-12,52.56,Home,Almaty,completed
ORD-000508,U1039,2025-11-02,81.81,Electronics,Atyrau,completed
ORD-001705,U1235,2025-04-05,206.81,Home,Atyrau,completed
ORD-001822,U1254,2025-05-29,100.64,Sports,Shymkent,completed
ORD-001785,U1249,2024-03-11,200.62,Home,Kostanay,completed
ORD-001837,U1258,2024-03-13,65.34,Clothing,Almaty,completed
ORD-001120,U1110,2025-08-29,139.6,Clothing,Shymkent,completed
ORD-002022,U1337,2024-05-09,64.03,Clothing,Pavlodar,completed
ORD-000393,U1032,2025-07-09,96.88,Accessories,Shymkent,completed
ORD-001342,U1187,2025-02-22,101.11,Sports,Astana,completed
ORD-001852,U1263,2024-05-01,132.94,Home,Kostanay,completed
ORD-001843,U1261,2024-04-17,91.53,Beauty,Shymkent,completed
ORD-001248,U1158,2025-12-16,115.18,Sports,Karaganda,completed
ORD-001566,U1218,2024-06-14,99.81,Sports,Kostanay,completed
ORD-001463,U1203,2025-05-31,121.88,Clothing,Astana,completed
ORD-000618,U1049,2025-03-15,162.7,Sports,Kostanay,completed
ORD-000003,U1001,2025-08-05,207.08,Sports,Astana,completed
ORD-001875,U1275,2024-01-30,82.57,Electronics,Almaty,completed
ORD-001422,U1198,2024-09-10,121.71,Clothing,Aktobe,completed
ORD-001505,U1211,2024-06-23,189.3,Sports,Pavlodar,completed
ORD-000469,U1037,2025-07-28,208.44,Home,Kostanay,completed
ORD-001947,U1305,2024-08-25,35.12,Accessories,Karaganda,completed
ORD-000473,U1037,2025-09-01,134.95,Beauty,Kostanay,completed
ORD-000692,U1058,2025-08-28,198.3,Electronics,Kostanay,completed
ORD-001657,U1229,2024-05-06,120.25,Sports,Aktobe,completed
ORD-001009,U1097,2024-05-09,170.13,Electronics,Pavlodar,completed
ORD-001338,U1187,2024-05-01,186.58,Clothing,Astana,completed
ORD-001412,U1197,2024-07-29,201.78,Electronics,Atyrau,completed
ORD-001937,U1302,2024-05-05,106.83,Clothing,Almaty,completed
ORD-001591,U1221,2024-07-13,53.6,Accessories,Pavlodar,completed
ORD-000016,U1002,2025-09-29,149.62,Clothing,Shymkent,completed
ORD-001722,U1238,2025-02-20,366.3,Electronics,Shymkent,completed
ORD-002047,U1344,2024-08-25,54.66,Home,Kostanay,completed
ORD-001631,U1226,2024-09-15,168.96,Electronics,Kostanay,completed
ORD-001527,U1214,2024-03-07,73.84,Books,Astana,completed
ORD-000153,U1013,2025-07-14,165.26,Electronics,Atyrau,completed
ORD-002064,U1352,2024-10-19,74.5,Accessories,Pavlodar,completed
ORD-001642,U1227,2024-11-28,71.77,Accessories,Karaganda,completed
ORD-001531,U1214,2024-12-06,128.24,Home,Astana,completed
ORD-002030,U1340,2024-03-06,118.86,Beauty,Pavlodar,completed
ORD-000052,U1005,2025-09-19,185.23,Clothing,Atyrau,completed
ORD-000138,U1011,2025-11-25,168.86,Home,Shymkent,completed
ORD-000958,U1090,2024-07-06,81.96,Beauty,Shymkent,completed
ORD-002106,U1126,2025-05-12,,Accessories,Shymkent,completed
ORD-001986,U1320,2024-04-28,42.66,Beauty,Karaganda,completed
ORD-001671,U1231,2024-02-27,247.53,Books,Pavlodar,completed
ORD-000316,U1025,2025-11-19,187.19,Clothing,Karaganda,completed
ORD-000709,U1060,2025-10-18,74.96,Books,Pavlodar,completed
ORD-001535,U1214,2025-05-18,52.77,Books,Astana,completed
ORD-000492,U1038,2025-11-04,88.5,Books,Almaty,completed
ORD-000038,U1004,2025-09-29,379.21,Electronics,Pavlodar,completed
ORD-001431,U1199,2025-01-11,175.58,Accessories,Pavlodar,completed
ORD-000446,U1035,2025-10-24,110.37,Beauty,Astana,completed
ORD-000159,U1013,2025-11-10,119.38,Home,Atyrau,completed
ORD-001180,U1124,2025-11-23,58.79,Home,Aktobe,completed
ORD-001045,U1101,2024-08-31,33.31,Books,Almaty,completed
ORD-001800,U1250,2025-05-30,267.92,Electronics,Karaganda,completed
ORD-001949,U1306,2024-07-23,53.12,Beauty,Atyrau,completed
ORD-001296,U1181,2024-12-07,226.6,Sports,Almaty,completed
ORD-001214,U1140,2025-12-28,116.81,Electronics,Pavlodar,completed
ORD-000764,U1067,2024-12-22,126.85,Clothing,Almaty,completed
ORD-001828,U1255,2025-03-23,154.57,Home,Kostanay,completed
ORD-000623,U1050,2024-06-20,141.01,Home,Kostanay,completed
ORD-000479,U1037,2025-12-13,260.96,Home,Kostanay,completed
ORD-001980,U1317,2024-06-18,87.1,Home,Astana,completed
ORD-000620,U1049,2025-05-17,40.9,Sports,Kostanay,completed
ORD-000895,U1083,2025-03-06,214.91,Electronics,Almaty,completed
ORD-000610,U1048,2025-06-02,125.55,Sports,Pavlodar,completed
ORD-000838,U1076,2024-12-21,107.45,Home,Astana,completed
ORD-000750,U1065,2025-05-04,377.39,Home,Pavlodar,completed
ORD-000537,U1041,2025-12-27,188.02,Sports,Almaty,completed
ORD-001861,U1267,2024-09-21,18.51,Beauty,Astana,completed
ORD-000619,U1049,2025-04-11,97.51,Beauty,Kostanay,completed
ORD-001184,U1126,2025-12-13,51.91,Accessories,Astana,completed
ORD-001341,U1187,2025-01-13,144.92,Beauty,Astana,completed
ORD-000596,U1046,2025-11-14,54.92,Accessories,Astana,completed
ORD-000357,U1029,2025-09-20,112.61,Clothing,Aktobe,completed
ORD-000262,U1021,2025-08-05,133.93,Home,Astana,completed
ORD-000946,U1089,2024-08-01,136.15,Home,Karaganda,completed
ORD-000605,U1048,2024-07-08,173.02,Home,Pavlodar,completed
ORD-001541,U1215,2025-05-04,121.67,Sports,Almaty,completed
ORD-000706,U1060,2024-09-26,331.22,Electronics,Pavlodar,completed
ORD-000128,U1010,2025-11-29,69.26,Books,Kostanay,completed
ORD-000650,U1053,2024-05-20,22.34,Books,Shymkent,completed
ORD-001774,U1247,2024-04-15,143.12,Electronics,Atyrau,completed
ORD-001568,U1218,2024-09-19,96.63,Books,Kostanay,completed
ORD-001130,U1112,2024-06-26,265.69,Clothing,Pavlodar,completed
ORD-001012,U1097,2024-09-08,79.11,Accessories,Pavlodar,completed
ORD-001635,U1226,2025-04-04,41.09,Beauty,Kostanay,completed
ORD-001763,U1246,2024-02-20,98.59,Home,Astana,completed
ORD-001559,U1217,2025-05-10,69.07,Clothing,Kostanay,completed
ORD-000144,U1012,2025-09-06,132.06,Sports,Astana,completed
ORD-001552,U1216,2025-04-13,96.81,Home,Atyrau,completed
ORD-002011,U1332,2024-05-12,27.12,Books,Karaganda,completed
ORD-000120,U1010,2025-09-10,183.39,Electronics,Kostanay,completed
ORD-001089,U1105,2025-02-08,108.7,Sports,Karaganda,completed
ORD-001051,U1102,2024-10-30,71.66,Home,Almaty,completed
ORD-000127,U1010,2025-11-23,116.03,Clothing,Kostanay,completed
ORD-000320,U1026,2025-07-21,130.23,Beauty,Almaty,completed
ORD-001029,U1099,2025-08-28,115.72,Home,Aktobe,completed
ORD-001275,U1173,2025-12-11,118.69,Home,Kostanay,completed
ORD-001291,U1181,2024-02-22,119.85,Sports,Almaty,completed
ORD-001259,U1165,2025-11-23,104.14,Electronics,Shymkent,completed
ORD-001696,U1234,2024-08-25,125.15,Sports,Shymkent,completed
ORD-000809,U1072,2025-08-31,289.58,Electronics,Aktobe,completed
ORD-001630,U1226,2024-07-25,66.92,Accessories,Kostanay,completed
ORD-000871,U1080,2025-01-25,22.85,Books,Shymkent,completed
ORD-001337,U1187,2024-04-22,175.86,Electronics,Astana,completed
ORD-000630,U1050,2025-05-31,68.66,Books,Kostanay,completed
ORD-001044,U1101,2024-07-28,222.49,Books,Almaty,completed
ORD-001964,U1311,2024-07-09,105.84,Electronics,Karaganda,completed
ORD-001283,U1177,2025-11-26,136.1,Electronics,Almaty,completed
ORD-000307,U1024,2025-12-13,45.04,Books,Kostanay,completed
ORD-001853,U1263,2024-06-14,40.11,Clothing,Kostanay,completed
ORD-000220,U1018,2025-09-04,41.08,Books,Karaganda,completed
ORD-001773,U1247,2024-02-18,206.25,Sports,Atyrau,completed
ORD-000625,U1050,2024-10-14,84.97,Accessories,Kostanay,completed
ORD-001970,U1313,2024-09-07,110.53,Home,Almaty,completed
ORD-000535,U1041,2025-12-16,139.8,Home,Almaty,completed
ORD-001620,U1225,2024-01-14,128.25,Beauty,Atyrau,completed
ORD-000690,U1058,2025-08-07,261.41,Electronics,Kostanay,completed
ORD-001865,U1269,2024-10-06,100.5,Sports,Aktobe,completed
ORD-000111,U1009,2025-11-22,276.48,Electronics,Almaty,completed
ORD-000688,U1058,2025-05-08,87.15,Beauty,Kostanay,completed
ORD-002020,U1336,2024-08-12,51.45,Accessories,Shymkent,completed
ORD-001711,U1236,2025-05-12,291.86,Home,Atyrau,completed
ORD-000763,U1067,2024-12-03,188.26,Electronics,Almaty,completed
ORD-000149,U1012,2025-12-08,280.21,Beauty,Astana,completed
ORD-001594,U1221,2025-05-06,172.72,Electronics,Pavlodar,completed
ORD-000587,U1045,2025-11-02,92.33,Electronics,Astana,completed
ORD-000166,U1014,2025-10-23,237.71,Electronics,Almaty,completed
ORD-001625,U1225,2024-12-05,114.59,Electronics,Atyrau,completed
ORD-001258,U1164,2025-12-28,93.35,Home,Kostanay,completed
ORD-001053,U1102,2025-01-27,129.28,Books,Almaty,completed
ORD-001912,U1292,2024-06-29,73.44,Sports,Atyrau,completed
ORD-000675,U1056,2024-07-04,85.67,Books,Kostanay,completed
ORD-002043,U1343,2024-09-30,32.36,Beauty,Kostanay,completed
ORD-000603,U1047,2025-07-31,31.4,Accessories,Atyrau,completed
ORD-000222,U1018,2025-09-19,224.2,Clothing,Karaganda,completed
ORD-001462,U1203,2025-05-20,399.85,Home,Astana,completed
ORD-001758,U1245,2024-07-09,166.54,Electronics,Astana,completed
ORD-002102,U1104,,107.25,Electronics,Pavlodar,completed
ORD-000987,U1093,2025-08-14,30.77,Beauty,Aktobe,completed
ORD-000806,U1072,2024-10-30,47.02,Books,Aktobe,completed
ORD-000521,U1040,2025-12-01,184.8,Sports,Astana,completed
ORD-001960,U1310,2024-01-12,38.23,Beauty,Aktobe,completed
ORD-000893,U1083,2024-12-14,29.03,Books,Almaty,completed
ORD-001428,U1199,2024-07-02,171.88,Electronics,Pavlodar,completed
ORD-000771,U1068,2024-12-08,71.6,Clothing,Almaty,completed
ORD-000255,U1020,2025-09-28,112.29,Accessories,Astana,completed
ORD-000012,U1002,2025-08-13,249.46,Sports,Shymkent,completed
ORD-000868,U1079,2025-04-30,46.24,Books,Almaty,completed
ORD-001883,U1278,2024-09-23,28.61,Accessories,Karaganda,completed
ORD-000997,U1095,2025-01-20,189.62,Home,Karaganda,completed
ORD-001713,U1237,2024-04-04,32.89,Books,Aktobe,completed
ORD-002039,U1342,2024-06-26,20.48,Books,Astana,completed
ORD-000201,U1017,2025-07-26,163.15,Electronics,Kostanay,completed
ORD-001219,U1143,2025-11-10,134.62,Electronics,Karaganda,completed
ORD-001622,U1225,2024-04-24,63.55,Sports,Atyrau,completed
ORD-000686,U1058,2024-12-15,92.37,Beauty,Kostanay,completed
ORD-000486,U1038,2025-10-07,244.55,Home,Almaty,completed
ORD-001249,U1159,2025-11-20,112.79,Home,Aktobe,completed
ORD-000532,U1041,2025-09-27,67.26,Books,Almaty,completed
ORD-002044,U1344,2024-01-21,198.62,Electronics,Kostanay,completed
ORD-000560,U1043,2025-12-23,153.84,Home,Astana,completed
ORD-001548,U1216,2024-08-02,608.76,Electronics,Atyrau,completed
ORD-000008,U1001,2025-11-29,136.25,Beauty,Astana,completed
ORD-000955,U1089,2025-08-04,63.32,Sports,Karaganda,completed
ORD-002092,,2025-09-02,207.45,Clothing,Atyrau,completed
ORD-001392,U1194,2024-02-23,75.04,Accessories,Pavlodar,completed
ORD-001320,U1184,2024-12-12,34.88,Books,Almaty,completed
ORD-000891,U1083,2024-09-16,117.13,Beauty,Almaty,completed
ORD-001977,U1316,2024-09-22,108.32,Clothing,Karaganda,completed
ORD-001472,U1205,2024-03-08,518.63,Electronics,Kostanay,completed
ORD-000013,U1002,2025-08-23,426.09,Home,Shymkent,completed
ORD-001261,U1166,2025-12-13,97.0,Electronics,Aktobe,completed
ORD-000553,U1043,2025-07-11,252.4,Electronics,Astana,completed
ORD-001414,U1197,2025-01-06,110.05,Accessories,Atyrau,completed
ORD-000079,U1007,2025-10-13,164.54,Accessories,Atyrau,completed
ORD-001504,U1211,2024-05-17,125.09,Clothing,Pavlodar,completed
ORD-000981,U1093,2024-08-09,37.39,Accessories,Aktobe,completed
ORD-000238,U1019,2025-11-02,127.66,Beauty,Shymkent,completed
ORD-001513,U1212,2024-09-29,115.64,Clothing,Karaganda,completed
ORD-000167,U1014,2025-11-01,284.88,Electronics,Almaty,completed
ORD-000237,U1019,2025-10-22,41.65,Books,Shymkent,completed
ORD-000513,U1039,2025-12-26,157.06,Home,Atyrau,completed
ORD-001668,U1230,2025-03-13,193.1,Electronics,Almaty,completed
ORD-000181,U1015,2025-11-05,124.22,Home,Shymkent,completed
ORD-000980,U1093,2024-06-07,166.09,Electronics,Aktobe,completed
ORD-001026,U1099,2024-07-02,53.84,Books,Aktobe,completed
ORD-001886,U1281,2024-01-23,82.61,Clothing,Pavlodar,completed
ORD-000301,U1024,2025-08-02,152.09,Home,Kostanay,completed
ORD-000724,U1062,2025-08-30,70.02,Accessories,Atyrau,completed
ORD-001396,U1195,2024-01-13,78.06,Sports,Karaganda,completed
ORD-000647,U1052,2025-07-19,131.21,Home,Karaganda,completed
ORD-000580,U1045,2025-09-16,128.85,Clothing,Astana,completed
ORD-001388,U1193,2024-07-18,97.73,Beauty,Almaty,completed
ORD-000251,U1020,2025-08-20,130.96,Beauty,Astana,completed
ORD-000648,U1052,2025-09-14,155.33,Electronics,Karaganda,completed
ORD-000609,U1048,2025-03-24,116.6,Beauty,Pavlodar,completed
ORD-001571,U1219,2024-06-06,59.83,Books,Aktobe,completed
ORD-000190,U1016,2025-08-14,223.13,Electronics,Almaty,completed
